methodology_id,name,methodology_link
ECCC:NIR:methodology,Methodologies consistent with the Intergovernmental Panel on Climate Change’s (IPCC) 2006 Guidelines for National Greenhouse Gas Inventories.,https://www.canada.ca/en/environment-climate-change/services/climate-change/greenhouse-gas-emissions/sources-sinks-executive-summary-2022.html
