methodology_id,name,methodology_link
UNFCCC:2019-11-08:methodology,Countries which are Parties to the Convention submit national greenhouse gas (GHG) inventories to the Climate Change secretariat,https://unfccc.int/topics/mitigation/resources/registry-and-data/ghg-data-from-unfccc
