"population","population_year","City.Location","lat","lng"
296710,2019,"POINT (-79.792 36.0726)","36.0726","-79.792"
26201,2011,NA,NA,NA
455042,2020,NA,NA,NA
721599,2016,"POINT (43.589 -79.6441)","-79.6441","43.589"
264165,2020,"POINT (-119.814 39.5296)","39.5296","-119.814"
902,2018,NA,NA,NA
NA,NA,NA,NA,NA
1043070,2020,"POINT (106.806 -6.5971)","-6.5971","106.806"
74851,2017,NA,NA,NA
583056,2020,NA,NA,NA
277417,2018,NA,NA,NA
60170,2018,"POINT (-122.032 37.323)","37.323","-122.032"
659070,2018,NA,NA,NA
102026,2019,"POINT (41.6754 -86.2532)","-86.2532","41.6754"
149280,2020,NA,NA,NA
114148,2016,"POINT (123.378 48.4594)","48.4594","123.378"
766900,2020,"POINT (-97.1375 49.8997)","49.8997","-97.1375"
349565,2019,"POINT (121.058 13.7565)","13.7565","121.058"
23662,2019,NA,NA,NA
2121,2010,NA,NA,NA
924624,2020,"POINT (-43.3033 -22.8062)","-22.8062","-43.3033"
927720,2020,"POINT (-97.3308 32.7555)","32.7555","-97.3308"
164014,2021,NA,NA,NA
583056,2020,NA,NA,NA
332500,2020,NA,NA,NA
4394694,2020,NA,NA,NA
255042,2019,"POINT (-2.67 42.84)","42.84","-2.67"
264165,2020,"POINT (-119.814 39.5296)","39.5296","-119.814"
280242,2020,NA,NA,NA
NA,NA,NA,NA,NA
1175501,2020,"POINT (-46.9372 -22.744)","-22.744","-46.9372"
699944,2020,"POINT (23.5328 46.7919)","46.7919","23.5328"
255324,2018,NA,NA,NA
195089,2019,NA,NA,NA
3359,2018,NA,NA,NA
NA,NA,NA,NA,NA
6041000,2019,"POINT (39.2083 -6.79235)","-6.79235","39.2083"
3411200,2020,"POINT (55.2708 25.2048)","25.2048","55.2708"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
125941,2020,NA,NA,NA
540000,2016,"POINT (7.26195 43.7102)","43.7102","7.26195"
290199,2010,NA,NA,NA
43354,2020,"POINT (12.2387 55.795)","55.795","12.2387"
NA,NA,NA,NA,NA
1501551,2020,"POINT (-106.425 31.6904)","31.6904","-106.425"
31394,2010,"POINT (-71.2269 42.4443)","42.4443","-71.2269"
51962,2018,NA,NA,NA
8420887,2016,"POINT (100.556 13.7712)","13.7712","100.556"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
77300,2020,NA,NA,NA
1047871,2019,"POINT (-121.886 37.3382)","37.3382","-121.886"
64605,2021,"POINT (-122.031 36.9741)","36.9741","-122.031"
149280,2020,NA,NA,NA
547757,2021,"POINT (4.3007 52.0705)","52.0705","4.3007"
6207299,2021,NA,NA,NA
11852,2011,"POINT (-7.1753 41.51)","41.51","-7.1753"
49132,2011,NA,NA,NA
434736,2020,"POINT (8.53918 47.3686)","47.3686","8.53918"
1547253,2019,"POINT (-98.4936 29.4241)","29.4241","-98.4936"
1797530,2020,NA,NA,NA
633120,2019,"POINT (-4.21278 55.8593)","55.8593","-4.21278"
NA,NA,NA,NA,NA
412000,2020,"POINT (-35.8808 -7.2291)","-7.2291","-35.8808"
NA,NA,NA,NA,NA
277417,2018,NA,NA,NA
896967,2021,NA,NA,NA
3265327,2019,"POINT (9.18846 45.4717)","45.4717","9.18846"
681877,2020,"POINT (-0.88701 41.6086)","41.6086","-0.88701"
1452549,2021,NA,NA,NA
995484,2020,"POINT (-97.7431 30.2672)","30.2672","-97.7431"
5020,2018,"POINT (106.038 39.4817)","39.4817","106.038"
NA,NA,"POINT (15.2663 -4.44193)","-4.44193","15.2663"
434736,2020,"POINT (8.53918 47.3686)","47.3686","8.53918"
26545,2020,"POINT (-91.6663 44.0554)","44.0554","-91.6663"
NA,NA,NA,NA,NA
65303,2020,NA,NA,NA
75359,2019,NA,NA,NA
798,2017,"POINT (-68.15 -16.5)","-16.5","-68.15"
300000,2021,NA,NA,NA
6747815,2019,"POINT (-43.5614 -22.9054)","-22.9054","-43.5614"
102775,2021,"POINT (-46.7402 -23.3612)","-23.3612","-46.7402"
540000,2016,"POINT (7.26195 43.7102)","43.7102","7.26195"
NA,NA,NA,NA,NA
132536,2015,NA,NA,NA
4021488,2018,"POINT (-118.244 34.0522)","34.0522","-118.244"
94000,2019,"POINT (-123.366 48.4284)","48.4284","-123.366"
NA,NA,NA,NA,NA
3774638,2021,"POINT (28.3462 -26.1777)","-26.1777","28.3462"
135520,2018,"POINT (-79.2469 43.1594)","43.1594","-79.2469"
NA,NA,NA,NA,NA
311676,2020,NA,NA,NA
1948626,2020,"POINT (-49.2647 -25.4311)","-25.4311","-49.2647"
NA,NA,NA,NA,NA
160197,2019,"POINT (-122.081 37.6689)","37.6689","-122.081"
65333,2017,"POINT (-77.0273 -12.0977)","-12.0977","-77.0273"
NA,NA,NA,NA,NA
179355,2020,NA,NA,NA
78570,2016,NA,NA,NA
161959,2021,NA,NA,NA
55000,2020,NA,NA,NA
1252786,2016,"POINT (-17.366 14.7645)","14.7645","-17.366"
82094,2016,NA,NA,NA
119964,2019,NA,NA,NA
295365,2018,"POINT (-149.9 61.2181)","61.2181","-149.9"
16293,2019,NA,NA,NA
227827,2015,NA,NA,NA
581130,2018,"POINT (-73.1227 7.11034)","7.11034","-73.1227"
20742,2020,"POINT (24.5637 65.7364)","65.7364","24.5637"
293962,2010,"POINT (-40.5079 -9.3835)","-9.3835","-40.5079"
24000,2017,"POINT (-84.1503 10.0035)","10.0035","-84.1503"
11899,2019,"POINT (-122.285 37.8313)","37.8313","-122.285"
390636,2018,"POINT (11.3387 44.4938)","44.4938","11.3387"
872497,2021,"POINT (4.89516 52.3702)","52.3702","4.89516"
1235574,2019,NA,NA,NA
63000,2021,NA,NA,NA
2137829,2015,NA,NA,NA
34399,2010,"POINT (-118.362 34.09)","34.09","-118.362"
NA,NA,NA,NA,NA
1584064,2019,"POINT (-75.1638 39.9523)","39.9523","-75.1638"
92870,2019,"POINT (-82.5515 35.5951)","35.5951","-82.5515"
638147,2021,"POINT (12.5683 55.6761)","55.6761","12.5683"
1293611,2021,"POINT (-87.2044 14.1051)","14.1051","-87.2044"
104955,2019,NA,NA,NA
37964,2020,NA,NA,NA
31394,2010,"POINT (-71.2269 42.4443)","42.4443","-71.2269"
31604,2020,NA,NA,NA
421939,2017,"POINT (-63.5714 44.6478)","44.6478","-63.5714"
114360,2021,"POINT (-12.1078 -76.9989)","-76.9989","-12.1078"
42174,2019,NA,NA,NA
393107,2020,NA,NA,NA
766900,2020,"POINT (-97.1375 49.8997)","49.8997","-97.1375"
60290,2017,"POINT (-77.067 -12.0917)","-12.0917","-77.067"
425436,2019,NA,NA,NA
127119,2018,"POINT (20.263 63.8258)","63.8258","20.263"
766900,2020,"POINT (-97.1375 49.8997)","49.8997","-97.1375"
4021488,2018,"POINT (-118.244 34.0522)","34.0522","-118.244"
866510,2020,"POINT (7.668 45.1006)","45.1006","7.668"
345366,2015,NA,NA,NA
1006211,2019,"POINT (-75.6972 45.4215)","45.4215","-75.6972"
347398,2020,"POINT (9.9326 -84.0796)","-84.0796","9.9326"
38100,2019,"POINT (7.42081 43.7374)","43.7374","7.42081"
404495,2017,"POINT (-70.6693 -33.4489)","-33.4489","-70.6693"
296655,2017,NA,NA,NA
131100,2019,NA,NA,NA
171629,2020,"POINT (-105.084 40.5853)","40.5853","-105.084"
39416,2020,"POINT (138.6 -34.95)","-34.95","138.6"
418686,2015,NA,NA,NA
69088,2018,NA,NA,NA
291839,2020,NA,NA,NA
127119,2018,"POINT (20.263 63.8258)","63.8258","20.263"
1653461,2020,"POINT (-34.8829 -8.05783)","-8.05783","-34.8829"
271411,2019,"POINT (-117.084 32.64)","32.64","-117.084"
NA,NA,NA,NA,NA
301048,2018,"POINT (-79.9959 40.4406)","40.4406","-79.9959"
NA,NA,NA,NA,NA
515317,2020,"POINT (-43.1184 -22.8928)","-22.8928","-43.1184"
4696,2020,NA,NA,NA
429606,2019,"POINT (-93.2667 44.9833)","44.9833","-93.2667"
209,2021,"POINT (-79.7736 8.88289)","8.88289","-79.7736"
97856,2010,"POINT (-73.7562 42.6526)","42.6526","-73.7562"
125941,2020,NA,NA,NA
NA,NA,NA,NA,NA
60170,2018,"POINT (-122.032 37.323)","37.323","-122.032"
2264748,2021,"POINT (-76.532 3.45164)","3.45164","-76.532"
85915,2019,NA,NA,NA
303940,2019,"POINT (-84.512 39.1031)","39.1031","-84.512"
1680600,2020,NA,NA,NA
59751,2021,NA,NA,NA
31294,2014,NA,NA,NA
112508,2020,"POINT (-83.9833 9.91667)","9.91667","-83.9833"
280174,2020,"POINT (-106.67 52.1332)","52.1332","-106.67"
1948626,2020,"POINT (-49.2647 -25.4311)","-25.4311","-49.2647"
132536,2015,NA,NA,NA
881549,2019,"POINT (-122.419 37.7749)","37.7749","-122.419"
199392,2018,NA,NA,NA
12205,2019,NA,NA,NA
531954,2021,"POINT (-74.2127 11.2453)","11.2453","-74.2127"
657013,2019,"POINT (-37.0731 -10.9472)","-10.9472","-37.0731"
139200,2011,NA,NA,NA
749332,2021,NA,NA,NA
19446,2020,"POINT (-87.8406 42.2586)","42.2586","-87.8406"
1660272,2018,"POINT (-112.074 33.4484)","33.4484","-112.074"
NA,NA,NA,NA,NA
583056,2020,NA,NA,NA
26861,2011,NA,NA,NA
NA,NA,NA,NA,NA
6041000,2019,"POINT (39.2083 -6.79235)","-6.79235","39.2083"
97676,2020,"POINT (-7.91247 40.6566)","40.6566","-7.91247"
149149,2020,NA,NA,NA
2118,2016,NA,NA,NA
122428,2013,NA,NA,NA
31822,2019,NA,NA,NA
5151,2021,NA,NA,NA
121433,2018,NA,NA,NA
337098,2020,NA,NA,NA
44678,2018,"POINT (-80.4139 37.2296)","37.2296","-80.4139"
2446144,2020,NA,NA,NA
44578,2017,NA,NA,NA
8420887,2016,"POINT (100.556 13.7712)","13.7712","100.556"
34573,2020,NA,NA,NA
2873484,2017,NA,NA,NA
12655050,2020,"POINT (37.6173 55.7558)","55.7558","37.6173"
201386,2021,"POINT (7.5928 47.5619)","47.5619","7.5928"
241599,2017,"POINT (-70.5302 -33.454)","-33.454","-70.5302"
258612,2017,"POINT (-78.8784 42.8864)","42.8864","-78.8784"
564077,2017,"POINT (-75.24 4.44851)","4.44851","-75.24"
1047871,2019,"POINT (-121.886 37.3382)","37.3382","-121.886"
NA,NA,NA,NA,NA
699460,2019,"POINT (-78.9288 43.9368)","43.9368","-78.9288"
1293611,2021,"POINT (-87.2044 14.1051)","14.1051","-87.2044"
74566,2020,"POINT (-91.5302 41.6611)","41.6611","-91.5302"
201837,2021,"POINT (4.4446 50.4108)","50.4108","4.4446"
58919,2020,"POINT (-8.8576 40.1521)","40.1521","-8.8576"
64979,2019,NA,NA,NA
261746,2018,NA,NA,NA
86217,2020,NA,NA,NA
NA,NA,NA,NA,NA
26581,2015,"POINT (-90.1843 38.8906)","38.8906","-90.1843"
922223,2020,"POINT (-82.9988 39.9612)","39.9612","-82.9988"
123632,2021,NA,NA,NA
107945,2016,NA,NA,NA
145358,2020,NA,NA,NA
640600,2018,"POINT (17.0385 51.1079)","51.1079","17.0385"
12655050,2020,"POINT (37.6173 55.7558)","55.7558","37.6173"
2693976,2019,"POINT (-87.6298 41.8781)","41.8781","-87.6298"
2765932,2020,"POINT (120.344 22.6297)","22.6297","120.344"
3774638,2021,"POINT (28.3462 -26.1777)","-26.1777","28.3462"
142304,2021,NA,NA,NA
1000000,2021,"POINT (-3.9674 5.3602)","5.3602","-3.9674"
52898,2016,"POINT (-123.072 49.32)","49.32","-123.072"
352739,2021,"POINT (10.1374 56.1684)","56.1684","10.1374"
727211,2019,"POINT (-104.985 39.7376)","39.7376","-104.985"
11826,2010,NA,NA,NA
467963,2019,"POINT (-80.1918 25.7617)","25.7617","-80.1918"
526555,2021,NA,NA,NA
1776949,2020,"POINT (125.625 7.07475)","7.07475","125.625"
282415,2017,NA,NA,NA
157048,2020,NA,NA,NA
3776146,2021,"POINT (139.638 35.4437)","35.4437","139.638"
13957977,2021,"POINT (139.41 35.41)","35.41","139.41"
326196,2019,"POINT (-105.5 40.15)","40.15","-105.5"
124000,2016,NA,NA,NA
NA,NA,"POINT (30.5256 39.7667)","39.7667","30.5256"
166057,2020,NA,NA,NA
NA,NA,NA,NA,NA
25492,2020,NA,NA,NA
97856,2010,"POINT (-73.7562 42.6526)","42.6526","-73.7562"
65333,2017,"POINT (-77.0273 -12.0977)","-12.0977","-77.0273"
998527,2019,NA,NA,NA
39116,2021,"POINT (9.87264 55.471)","55.471","9.87264"
NA,NA,NA,NA,NA
75359,2019,NA,NA,NA
NA,NA,NA,NA,NA
161531,2016,"POINT (-80.9645 46.5268)","46.5268","-80.9645"
125815,2019,"POINT (-47.9947 -21.1451)","-21.1451","-47.9947"
21056,2019,NA,NA,NA
314232,2020,NA,NA,NA
50619,2020,NA,NA,NA
998527,2019,NA,NA,NA
45877,2020,"POINT (13.1569 55.3751)","55.3751","13.1569"
NA,NA,NA,NA,NA
41000,2017,NA,NA,NA
2686612,2020,"POINT (-48.3936 -10.7183)","-10.7183","-48.3936"
43354,2020,"POINT (12.2387 55.795)","55.795","12.2387"
271411,2019,"POINT (-117.084 32.64)","32.64","-117.084"
3769000,2020,"POINT (13.405 52.52)","52.52","13.405"
NA,NA,NA,NA,NA
728402,2020,"POINT (124.632 8.45423)","8.45423","124.632"
248736,2020,"POINT (151.207 -33.8675)","-33.8675","151.207"
21000000,2015,"POINT (3.3792 6.52437)","6.52437","3.3792"
533900,2017,"POINT (1.754 53.792)","53.792","1.754"
245784,2019,NA,NA,NA
463400,2019,NA,NA,NA
2886698,2020,"POINT (-38.5023 -12.973)","-12.973","-38.5023"
708253,2019,"POINT (-77.0369 38.9072)","38.9072","-77.0369"
2521564,2020,"POINT (-43.9345 -19.9167)","-19.9167","-43.9345"
345366,2015,NA,NA,NA
748432,2018,NA,NA,NA
2446144,2020,NA,NA,NA
231962,2021,"POINT (-8.6291 41.1579)","41.1579","-8.6291"
277417,2018,NA,NA,NA
470130,2017,"POINT (-118.194 33.7701)","33.7701","-118.194"
122000,2021,NA,NA,NA
NA,NA,NA,NA,NA
1664182,2020,"POINT (2.1775 41.3823)","41.3823","2.1775"
64051,2019,"POINT (-79.0558 35.9132)","35.9132","-79.0558"
694295,2019,"POINT (-71.0598 42.3584)","42.3584","-71.0598"
15520,2014,NA,NA,NA
77300,2020,NA,NA,NA
65333,2017,"POINT (-77.0273 -12.0977)","-12.0977","-77.0273"
347398,2020,"POINT (9.9326 -84.0796)","-84.0796","9.9326"
1047871,2019,"POINT (-121.886 37.3382)","37.3382","-121.886"
123412,2020,"POINT (-92.3341 38.9517)","38.9517","-92.3341"
75359,2019,NA,NA,NA
46802,2019,NA,NA,NA
50619,2020,NA,NA,NA
118964,2021,NA,NA,NA
185937,2011,"POINT (19.2594 42.4304)","42.4304","19.2594"
28913,2020,NA,NA,NA
784776,2015,"POINT (-117.069 32.5026)","32.5026","-117.069"
NA,NA,NA,NA,NA
21429,2019,NA,NA,NA
221054,2017,"POINT (-68.8342 -32.9199)","-32.9199","-68.8342"
10603,2020,NA,NA,NA
161780,2019,NA,NA,NA
160754,2018,"POINT (15.6216 58.4109)","58.4109","15.6216"
145358,2020,NA,NA,NA
5052000,2016,"POINT (-4.0083 5.36)","5.36","-4.0083"
83000,2016,NA,NA,NA
3223334,2018,"POINT (-3.38756 40.1076)","40.1076","-3.38756"
532766,2021,"POINT (30.3794 -29.6006)","-29.6006","30.3794"
2137829,2015,NA,NA,NA
1618400,2018,"POINT (174.742 -36.8153)","-36.8153","174.742"
5751,2010,NA,NA,NA
570065,2020,"POINT (121.013 24.8269)","24.8269","121.013"
149280,2020,NA,NA,NA
1895486,2020,NA,NA,NA
86350,2019,NA,NA,NA
11936010,2020,NA,NA,NA
132169,2020,NA,NA,NA
NA,NA,NA,NA,NA
59751,2021,NA,NA,NA
748432,2018,NA,NA,NA
286178,2021,NA,NA,NA
127138,2020,"POINT (-74.2642 4.73245)","4.73245","-74.2642"
131794,2016,"POINT (80.25 43.55)","43.55","80.25"
434736,2020,"POINT (8.53918 47.3686)","47.3686","8.53918"
2533424,2020,"POINT (-75.5735 6.22729)","6.22729","-75.5735"
308174,2020,"POINT (-90.1994 38.627)","38.627","-90.1994"
NA,NA,NA,NA,NA
414812,2020,"POINT (121.089 14.2843)","14.2843","121.089"
4423834,2018,"POINT (18.4239 -33.9253)","-33.9253","18.4239"
171245,2018,"POINT (-123.087 44.0519)","44.0519","-123.087"
1966120,2021,"POINT (80.3659 26.1901)","26.1901","80.3659"
1006211,2019,"POINT (-75.6972 45.4215)","45.4215","-75.6972"
NA,NA,NA,NA,NA
246700,2016,"POINT (-80.561 43.42)","43.42","-80.561"
1653461,2020,"POINT (-34.8829 -8.05783)","-8.05783","-34.8829"
NA,NA,NA,NA,NA
748432,2018,NA,NA,NA
7481800,2020,"POINT (114.14 22.2881)","22.2881","114.14"
6747815,2019,"POINT (-43.5614 -22.9054)","-22.9054","-43.5614"
NA,NA,NA,NA,NA
29515,2020,NA,NA,NA
796670,2018,NA,NA,NA
NA,NA,NA,NA,NA
1618400,2018,"POINT (174.742 -36.8153)","-36.8153","174.742"
65333,2017,"POINT (-77.0273 -12.0977)","-12.0977","-77.0273"
29905,2020,NA,NA,NA
365437,2020,"POINT (11.2558 43.7696)","43.7696","11.2558"
NA,NA,NA,NA,NA
13957977,2021,"POINT (139.41 35.41)","35.41","139.41"
492681,2018,NA,NA,NA
287442,2019,"POINT (-81.3792 28.5383)","28.5383","-81.3792"
NA,NA,NA,NA,NA
65333,2017,"POINT (-77.0273 -12.0977)","-12.0977","-77.0273"
192364,2018,"POINT (-111.94 33.4255)","33.4255","-111.94"
230436,2019,"POINT (-77.436 37.5407)","37.5407","-77.436"
37113,2010,"POINT (-80.1484 25.9812)","25.9812","-80.1484"
48502,2021,"POINT (-8.17286 41.4508)","41.4508","-8.17286"
697010,2021,"POINT (10.7522 59.9139)","59.9139","10.7522"
470130,2017,"POINT (-118.194 33.7701)","33.7701","-118.194"
800215,2020,"POINT (-0.3763 39.4699)","39.4699","-0.3763"
68990,2019,"POINT (-122.143 37.4419)","37.4419","-122.143"
271411,2019,"POINT (-117.084 32.64)","32.64","-117.084"
8399000,2018,"POINT (-74.0059 40.7128)","40.7128","-74.0059"
255042,2019,"POINT (-2.67 42.84)","42.84","-2.67"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
727211,2019,"POINT (-104.985 39.7376)","39.7376","-104.985"
292796,2020,"POINT (24.6559 60.2055)","60.2055","24.6559"
910608,2020,NA,NA,NA
285911,2021,NA,NA,NA
35081,2019,"POINT (153.533 -28.6534)","-28.6534","153.533"
194000,2020,"POINT (22.2666 60.4518)","60.4518","22.2666"
265188,2019,"POINT (-63.4884 -21.2666)","-21.2666","-63.4884"
NA,NA,NA,NA,NA
14307,2021,"POINT (-121.844 47.53)","47.53","-121.844"
1009132,2017,"POINT (-75.329 -11.0557)","-11.0557","-75.329"
6041000,2019,"POINT (39.2083 -6.79235)","-6.79235","39.2083"
NA,NA,NA,NA,NA
133451,2018,"POINT (-81.0348 34.0007)","34.0007","-81.0348"
39116,2021,"POINT (9.87264 55.471)","55.471","9.87264"
576568,2018,"POINT (-60.6779 2.83067)","2.83067","-60.6779"
95315,2018,"POINT (-70.9342 41.6362)","41.6362","-70.9342"
55310,2010,"POINT (-75.1195 40.1241)","40.1241","-75.1195"
664193,2015,NA,NA,NA
82094,2016,NA,NA,NA
230371,2021,"POINT (-51.3856 -22.1276)","-22.1276","-51.3856"
123728,2019,NA,NA,NA
793139,2019,NA,NA,NA
3769000,2020,"POINT (13.405 52.52)","52.52","13.405"
140679,2017,NA,NA,NA
NA,NA,NA,NA,NA
39116,2021,"POINT (9.87264 55.471)","55.471","9.87264"
NA,NA,NA,NA,NA
44999,2019,"POINT (8.77245 58.4618)","58.4618","8.77245"
297879,2016,NA,NA,NA
NA,NA,NA,NA,NA
156852,2021,"POINT (-8.29224 41.4443)","41.4443","-8.29224"
792646,2021,"POINT (11.5167 3.8667)","3.8667","11.5167"
3774638,2021,"POINT (28.3462 -26.1777)","-26.1777","28.3462"
438727,2018,NA,NA,NA
936263,2020,"POINT (-110.961 29.0892)","29.0892","-110.961"
NA,NA,NA,NA,NA
879958,2020,NA,NA,NA
148500,2018,NA,NA,NA
4565,2010,"POINT (42.0736 88.148)","88.148","42.0736"
NA,NA,NA,NA,NA
277417,2018,NA,NA,NA
NA,NA,NA,NA,NA
1664182,2020,"POINT (2.1775 41.3823)","41.3823","2.1775"
127119,2018,"POINT (20.263 63.8258)","63.8258","20.263"
147918,2010,"POINT (-104.38 19.34)","19.34","-104.38"
199150,2020,"POINT (-0.32574 51.448)","51.448","-0.32574"
NA,NA,"POINT (34.3976 36.8574)","36.8574","34.3976"
2069849,2020,"POINT (-73.554 45.5087)","45.5087","-73.554"
NA,NA,NA,NA,NA
150590,2018,"POINT (12.5695 44.0678)","44.0678","12.5695"
1547253,2019,"POINT (-98.4936 29.4241)","29.4241","-98.4936"
NA,NA,NA,NA,NA
15892788,2011,"POINT (88.3639 22.5726)","22.5726","88.3639"
9048,2010,NA,NA,NA
3769000,2020,"POINT (13.405 52.52)","52.52","13.405"
241800,2021,"POINT (23.761 61.4978)","61.4978","23.761"
241599,2017,"POINT (-70.5302 -33.454)","-33.454","-70.5302"
27189,2019,"POINT (-75.2207 40.6884)","40.6884","-75.2207"
1664182,2020,"POINT (2.1775 41.3823)","41.3823","2.1775"
1240730,2020,NA,NA,NA
8580,2020,"POINT (-111.498 40.6461)","40.6461","-111.498"
286178,2021,NA,NA,NA
429606,2019,"POINT (-93.2667 44.9833)","44.9833","-93.2667"
9041395,2018,"POINT (-99.1332 19.4326)","19.4326","-99.1332"
259444,2015,NA,NA,NA
460638,2019,NA,NA,NA
NA,NA,NA,NA,NA
2822981,2020,"POINT (12.2858 41.53)","41.53","12.2858"
303940,2019,"POINT (-84.512 39.1031)","39.1031","-84.512"
1498181,2020,NA,NA,NA
368000,2020,"POINT (-3.17909 51.4816)","51.4816","-3.17909"
462965,2021,NA,NA,NA
14763,2010,NA,NA,NA
133262,2021,"POINT (-21.8174 64.1265)","64.1265","-21.8174"
347949,2020,"POINT (13.0038 55.605)","55.605","13.0038"
NA,NA,NA,NA,NA
365278,2020,NA,NA,NA
100000,2020,NA,NA,NA
1221095,2020,"POINT (126.805 37.17)","37.17","126.805"
8580,2020,"POINT (-111.498 40.6461)","40.6461","-111.498"
3360183,2020,NA,NA,NA
92842,2020,"POINT (-94.1719 36.0821)","36.0821","-94.1719"
179000,2019,"POINT (5.84282 51.8449)","51.8449","5.84282"
NA,NA,NA,NA,NA
303940,2019,"POINT (-84.512 39.1031)","39.1031","-84.512"
90401,2019,"POINT (-118.481 34.0219)","34.0219","-118.481"
24000,2017,"POINT (-84.1503 10.0035)","10.0035","-84.1503"
NA,NA,"POINT (11.5191 3.86181)","3.86181","11.5191"
1426000,2021,"POINT (-117.17 32.7181)","32.7181","-117.17"
506811,2019,"POINT (-84.388 33.749)","33.749","-84.388"
38638,2018,"POINT (9.54153 57.1453)","57.1453","9.54153"
651073,2019,"POINT (-90.049 35.1495)","35.1495","-90.049"
183756,2020,"POINT (144.963 -37.8141)","-37.8141","144.963"
NA,NA,NA,NA,NA
147892,2019,NA,NA,NA
1197684,2019,NA,NA,NA
4423834,2018,"POINT (18.4239 -33.9253)","-33.9253","18.4239"
53282,2018,"POINT (12.4754 55.6425)","55.6425","12.4754"
601574,2011,"POINT (76.2673 9.93123)","9.93123","76.2673"
748432,2018,NA,NA,NA
558930,2020,"POINT (9.31841 44.348)","44.348","9.31841"
2101157,2020,NA,NA,NA
NA,NA,NA,NA,NA
24610,2019,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
112508,2020,"POINT (-83.9833 9.91667)","9.91667","-83.9833"
29889,2020,"POINT (138.601 -34.9285)","-34.9285","138.601"
921771,2020,"POINT (-89.5926 20.9674)","20.9674","-89.5926"
3694,2020,NA,NA,NA
86217,2020,NA,NA,NA
395780,2021,"POINT (-1.88076 50.7192)","50.7192","-1.88076"
NA,NA,NA,NA,NA
67563,2017,NA,NA,NA
NA,NA,NA,NA,NA
1874917,2020,"POINT (120.227 22.9999)","22.9999","120.227"
1323400,2021,"POINT (-114.071 51.0486)","51.0486","-114.071"
5052000,2016,"POINT (-4.0083 5.36)","5.36","-4.0083"
98559,2021,NA,NA,NA
654000,2020,"POINT (-123.114 49.2612)","49.2612","-123.114"
10562088,2020,"POINT (106.865 -6.1751)","-6.1751","106.865"
6624,2020,NA,NA,NA
215144,2016,NA,NA,NA
315000,2020,"POINT (-93.09 44.9537)","44.9537","-93.09"
3306198,2017,"POINT (28.1881 -25.7461)","-25.7461","28.1881"
8574974,2017,"POINT (-77.0283 -12.0433)","-12.0433","-77.0283"
190735,2020,NA,NA,NA
1040171,2019,"POINT (157.59 21.28)","21.28","157.59"
1328120,2018,"POINT (23.3219 42.6977)","42.6977","23.3219"
112508,2020,"POINT (-83.9833 9.91667)","9.91667","-83.9833"
16293,2019,NA,NA,NA
112508,2020,"POINT (-83.9833 9.91667)","9.91667","-83.9833"
43354,2020,"POINT (12.2387 55.795)","55.795","12.2387"
67563,2017,NA,NA,NA
3360000,2014,"POINT (-7.56806 33.5206)","33.5206","-7.56806"
37255,2017,"POINT (8.34552 -76.3414)","-76.3414","8.34552"
523500,2017,NA,NA,NA
430157,2020,"POINT (-51.9383 -23.4257)","-23.4257","-51.9383"
343542,2019,NA,NA,NA
66215,2019,"POINT (-70.2553 43.6615)","43.6615","-70.2553"
2320268,2019,"POINT (-95.3694 29.7602)","29.7602","-95.3694"
112887,2010,NA,NA,NA
11317,2019,"POINT (-122.232 37.8244)","37.8244","-122.232"
552858,2020,NA,NA,NA
127119,2018,"POINT (20.263 63.8258)","63.8258","20.263"
114360,2021,"POINT (-12.1078 -76.9989)","-76.9989","-12.1078"
13151,2018,NA,NA,NA
149280,2020,NA,NA,NA
271411,2019,"POINT (-117.084 32.64)","32.64","-117.084"
NA,NA,NA,NA,NA
59751,2021,NA,NA,NA
81522,2016,NA,NA,NA
NA,NA,NA,NA,NA
508519,2021,NA,NA,NA
NA,NA,NA,NA,NA
42174,2019,NA,NA,NA
2101157,2020,NA,NA,NA
417000,2020,"POINT (-81.2497 42.9837)","42.9837","-81.2497"
4700000,2019,"POINT (36.8219 -1.29206)","-1.29206","36.8219"
179000,2019,"POINT (5.84282 51.8449)","51.8449","5.84282"
57469,2021,NA,NA,NA
215144,2016,NA,NA,NA
12565,2021,"POINT (7.3452 47.3658)","47.3658","7.3452"
38638,2018,"POINT (9.54153 57.1453)","57.1453","9.54153"
381009,2019,"POINT (-81.6944 41.4993)","41.4993","-81.6944"
26492,2010,NA,NA,NA
683607,2020,NA,NA,NA
160197,2019,"POINT (-122.081 37.6689)","37.6689","-122.081"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
315000,2020,"POINT (-93.09 44.9537)","44.9537","-93.09"
7920000,2020,"POINT (80.2425 13.0992)","13.0992","80.2425"
583056,2020,NA,NA,NA
1664182,2020,"POINT (2.1775 41.3823)","41.3823","2.1775"
NA,NA,NA,NA,NA
277417,2018,NA,NA,NA
885708,2019,"POINT (-80.8431 35.2271)","35.2271","-80.8431"
NA,NA,NA,NA,NA
57882,2019,"POINT (-90.5071 42.5006)","42.5006","-90.5071"
140597,2020,NA,NA,NA
NA,NA,NA,NA,NA
209755,2020,"POINT (12.1405 54.0887)","54.0887","12.1405"
21000000,2015,"POINT (3.3792 6.52437)","6.52437","3.3792"
271411,2019,"POINT (-117.084 32.64)","32.64","-117.084"
