"actor_id","emissions_id","year","total_emissions","datasource_id"
"JP HDA","CDPCitiesTargets:2021:target:JP HDA",2025,1077141,"CDPCitiesTargets:2021"
"TW TPE","CDPCitiesTargets:2021:base:TW TPE",2005,13073632,"CDPCitiesTargets:2021"
"TW TPE","CDPCitiesTargets:2021:target:TW TPE",2030,9151542.4,"CDPCitiesTargets:2021"
"FR URO","CDPCitiesTargets:2021:base:FR URO",2005,2600836,"CDPCitiesTargets:2021"
"FR URO","CDPCitiesTargets:2021:target:FR URO",2050,364117.04,"CDPCitiesTargets:2021"
"NZ WLG","CDPCitiesTargets:2021:base:NZ WLG",2001,1057119,"CDPCitiesTargets:2021"
"NZ WLG","CDPCitiesTargets:2021:target:NZ WLG",2050,0,"CDPCitiesTargets:2021"
"IT FLR","CDPCitiesTargets:2021:base:IT FLR",2005,2519980,"CDPCitiesTargets:2021"
"IT FLR","CDPCitiesTargets:2021:target:IT FLR",2030,1007992,"CDPCitiesTargets:2021"
"IT FLR","CDPCitiesTargets:2021:base:IT FLR",2005,2519980,"CDPCitiesTargets:2021"
"IT FLR","CDPCitiesTargets:2021:target:IT FLR",2030,1007992,"CDPCitiesTargets:2021"
"HR ZAG","CDPCitiesTargets:2021:base:HR ZAG",2008,2796050,"CDPCitiesTargets:2021"
"HR ZAG","CDPCitiesTargets:2021:target:HR ZAG",2030,1677630,"CDPCitiesTargets:2021"
"BR REC","CDPCitiesTargets:2021:target:BR REC",2037,0,"CDPCitiesTargets:2021"
"BR RIO","CDPCitiesTargets:2021:target:BR RIO",2050,0,"CDPCitiesTargets:2021"
"SE VXO","CDPCitiesTargets:2021:base:SE VXO",1993,459189,"CDPCitiesTargets:2021"
"SE VXO","CDPCitiesTargets:2021:target:SE VXO",2030,0,"CDPCitiesTargets:2021"
"JP S67","CDPCitiesTargets:2021:base:JP S67",2006,6033,"CDPCitiesTargets:2021"
"JP S67","CDPCitiesTargets:2021:target:JP S67",2018,4084.341,"CDPCitiesTargets:2021"
"SE GOT","CDPCitiesTargets:2021:base:SE GOT",2010,999900,"CDPCitiesTargets:2021"
"SE GOT","CDPCitiesTargets:2021:target:SE GOT",2030,99990,"CDPCitiesTargets:2021"
"SE GOT","CDPCitiesTargets:2021:base:SE GOT",2010,999900,"CDPCitiesTargets:2021"
"SE GOT","CDPCitiesTargets:2021:target:SE GOT",2030,99990,"CDPCitiesTargets:2021"
"PT OPO","CDPCitiesTargets:2021:base:PT OPO",2004,1304,"CDPCitiesTargets:2021"
"PT OPO","CDPCitiesTargets:2021:target:PT OPO",2030,521.6,"CDPCitiesTargets:2021"
"SE MRA","CDPCitiesTargets:2021:base:SE MRA",1990,120800,"CDPCitiesTargets:2021"
"SE MRA","CDPCitiesTargets:2021:target:SE MRA",2030,30,"CDPCitiesTargets:2021"
"KR CHC","CDPCitiesTargets:2021:base:KR CHC",2017,59000,"CDPCitiesTargets:2021"
"KR CHC","CDPCitiesTargets:2021:target:KR CHC",2040,0,"CDPCitiesTargets:2021"
"KR CHC","CDPCitiesTargets:2021:base:KR CHC",2017,50000,"CDPCitiesTargets:2021"
"KR CHC","CDPCitiesTargets:2021:target:KR CHC",2040,0,"CDPCitiesTargets:2021"
"SI LJU","CDPCitiesTargets:2021:base:SI LJU",2014,4590,"CDPCitiesTargets:2021"
"SI LJU","CDPCitiesTargets:2021:target:SI LJU",2035,3213,"CDPCitiesTargets:2021"
"DK HVV","CDPCitiesTargets:2021:target:DK HVV",2030,102626,"CDPCitiesTargets:2021"
"TH YNT","CDPCitiesTargets:2021:base:TH YNT",2019,6500,"CDPCitiesTargets:2021"
"TH YNT","CDPCitiesTargets:2021:BAU:TH YNT",2030,4300,"CDPCitiesTargets:2021"
"CL IND","CDPCitiesTargets:2021:base:CL IND",2018,9931.2,"CDPCitiesTargets:2021"
"CL IND","CDPCitiesTargets:2021:target:CL IND",2030,6951.84,"CDPCitiesTargets:2021"
"CH BRN","CDPCitiesTargets:2021:target:CH BRN",2035,1,"CDPCitiesTargets:2021"
"FR PAR","CDPCitiesTargets:2021:base:FR PAR",2004,7400000,"CDPCitiesTargets:2021"
"FR PAR","CDPCitiesTargets:2021:target:FR PAR",2050,0,"CDPCitiesTargets:2021"
"JP ODW","CDPCitiesTargets:2021:base:JP ODW",1990,1159000,"CDPCitiesTargets:2021"
"JP ODW","CDPCitiesTargets:2021:target:JP ODW",2020,869250,"CDPCitiesTargets:2021"
"BR CAN","CDPCitiesTargets:2021:target:BR CAN",2050,0,"CDPCitiesTargets:2021"
"SE VVK","CDPCitiesTargets:2021:target:SE VVK",2030,0,"CDPCitiesTargets:2021"
"FR URO","CDPCitiesTargets:2021:target:FR URO",2050,19894,"CDPCitiesTargets:2021"
"IT ASI","CDPCitiesTargets:2021:base:IT ASI",2008,146611,"CDPCitiesTargets:2021"
"IT ASI","CDPCitiesTargets:2021:target:IT ASI",2030,87966.6,"CDPCitiesTargets:2021"
"NL HAG","CDPCitiesTargets:2021:base:NL HAG",1990,2499000,"CDPCitiesTargets:2021"
"NL HAG","CDPCitiesTargets:2021:target:NL HAG",2030,1249500,"CDPCitiesTargets:2021"
"GB WAN","CDPCitiesTargets:2021:target:GB WAN",2030,940667,"CDPCitiesTargets:2021"
"SE GOT","CDPCitiesTargets:2021:base:SE GOT",2019,24175,"CDPCitiesTargets:2021"
"SE GOT","CDPCitiesTargets:2021:base:SE GOT",2019,24175,"CDPCitiesTargets:2021"
"ES BCN","CDPCitiesTargets:2021:base:ES BCN",2017,896610,"CDPCitiesTargets:2021"
"ES BCN","CDPCitiesTargets:2021:target:ES BCN",2030,260016.9,"CDPCitiesTargets:2021"
"CH BRN","CDPCitiesTargets:2021:base:CH BRN",2008,733302,"CDPCitiesTargets:2021"
"CH BRN","CDPCitiesTargets:2021:target:CH BRN",2025,513311.4,"CDPCitiesTargets:2021"
"TR DNZ","CDPCitiesTargets:2021:base:TR DNZ",2016,7500000,"CDPCitiesTargets:2021"
"TR DNZ","CDPCitiesTargets:2021:BAU:TR DNZ",2030,9500000,"CDPCitiesTargets:2021"
"DK FRE","CDPCitiesTargets:2021:base:DK FRE",1990,243000,"CDPCitiesTargets:2021"
"DK FRE","CDPCitiesTargets:2021:target:DK FRE",2030,72900,"CDPCitiesTargets:2021"
"KR TAE","CDPCitiesTargets:2021:base:KR TAE",2018,86393,"CDPCitiesTargets:2021"
"KR TAE","CDPCitiesTargets:2021:BAU:KR TAE",2030,466367,"CDPCitiesTargets:2021"
"EC UIO","CDPCitiesTargets:2021:base:EC UIO",2015,7659000,"CDPCitiesTargets:2021"
"EC UIO","CDPCitiesTargets:2021:BAU:EC UIO",2030,2780844,"CDPCitiesTargets:2021"
"TH BKK","CDPCitiesTargets:2021:base:TH BKK",2013,4934746,"CDPCitiesTargets:2021"
"TH BKK","CDPCitiesTargets:2021:target:TH BKK",2020,4734395.3124,"CDPCitiesTargets:2021"
"IS REY","CDPCitiesTargets:2021:base:IS REY",2019,528853,"CDPCitiesTargets:2021"
"IS REY","CDPCitiesTargets:2021:target:IS REY",2030,237983.85,"CDPCitiesTargets:2021"
"IT PDA","CDPCitiesTargets:2021:base:IT PDA",2005,2094868,"CDPCitiesTargets:2021"
"IT PDA","CDPCitiesTargets:2021:target:IT PDA",2030,936405.996,"CDPCitiesTargets:2021"
"IT PDA","CDPCitiesTargets:2021:base:IT PDA",2005,2094868,"CDPCitiesTargets:2021"
"IT PDA","CDPCitiesTargets:2021:target:IT PDA",2030,936405.996,"CDPCitiesTargets:2021"
"MC MON","CDPCitiesTargets:2021:base:MC MON",1990,102736,"CDPCitiesTargets:2021"
"MC MON","CDPCitiesTargets:2021:target:MC MON",2030,46231.2,"CDPCitiesTargets:2021"
"CR CAS","CDPCitiesTargets:2021:base:CR CAS",2018,54944.8,"CDPCitiesTargets:2021"
"CR CAS","CDPCitiesTargets:2021:target:CR CAS",2023,54670.076,"CDPCitiesTargets:2021"
"ID BOG","CDPCitiesTargets:2021:base:ID BOG",2010,2678.46,"CDPCitiesTargets:2021"
"ID BOG","CDPCitiesTargets:2021:target:ID BOG",2030,1740.999,"CDPCitiesTargets:2021"
"SE GOT","CDPCitiesTargets:2021:base:SE GOT",2017,5019947,"CDPCitiesTargets:2021"
"SE GOT","CDPCitiesTargets:2021:target:SE GOT",2030,2127335,"CDPCitiesTargets:2021"
"SE GOT","CDPCitiesTargets:2021:base:SE GOT",2017,5019947,"CDPCitiesTargets:2021"
"SE GOT","CDPCitiesTargets:2021:target:SE GOT",2030,2127335,"CDPCitiesTargets:2021"
"GB SUN","CDPCitiesTargets:2021:base:GB SUN",2015,1398700,"CDPCitiesTargets:2021"
"GB SUN","CDPCitiesTargets:2021:target:GB SUN",2035,113294.7,"CDPCitiesTargets:2021"
"SE HEL","CDPCitiesTargets:2021:base:SE HEL",2010,256000,"CDPCitiesTargets:2021"
"SE HEL","CDPCitiesTargets:2021:target:SE HEL",2030,51200,"CDPCitiesTargets:2021"
"GB WAN","CDPCitiesTargets:2021:target:GB WAN",2030,0,"CDPCitiesTargets:2021"
"TR IZM","CDPCitiesTargets:2021:base:TR IZM",2018,14319706,"CDPCitiesTargets:2021"
"TR IZM","CDPCitiesTargets:2021:target:TR IZM",2030,8591823.6,"CDPCitiesTargets:2021"
"ES VIT","CDPCitiesTargets:2021:base:ES VIT",2006,202227,"CDPCitiesTargets:2021"
"ES VIT","CDPCitiesTargets:2021:target:ES VIT",2020,146210.121,"CDPCitiesTargets:2021"
"KR YOS","CDPCitiesTargets:2021:base:KR YOS",2017,38090339,"CDPCitiesTargets:2021"
"KR YOS","CDPCitiesTargets:2021:target:KR YOS",2030,26396604.927,"CDPCitiesTargets:2021"
"BR CPS","CDPCitiesTargets:2021:base:BR CPS",2016,2663901.43,"CDPCitiesTargets:2021"
"BR CPS","CDPCitiesTargets:2021:target:BR CPS",2060,1811452.9724,"CDPCitiesTargets:2021"
"TZ DAR","CDPCitiesTargets:2021:base:TZ DAR",2000,190508795,"CDPCitiesTargets:2021"
"TZ DAR","CDPCitiesTargets:2021:target:TZ DAR",2015,161932475.75,"CDPCitiesTargets:2021"
"AE DXB","CDPCitiesTargets:2021:base:AE DXB",2011,46160000,"CDPCitiesTargets:2021"
"AE DXB","CDPCitiesTargets:2021:BAU:AE DXB",2020,67490000,"CDPCitiesTargets:2021"
"SE LUD","CDPCitiesTargets:2021:base:SE LUD",2010,144366,"CDPCitiesTargets:2021"
"SE LUD","CDPCitiesTargets:2021:target:SE LUD",2030,14436.6,"CDPCitiesTargets:2021"
"FR NCE","CDPCitiesTargets:2021:base:FR NCE",2012,1900,"CDPCitiesTargets:2021"
"FR NCE","CDPCitiesTargets:2021:target:FR NCE",2026,1482,"CDPCitiesTargets:2021"
"EC PVO","CDPCitiesTargets:2021:base:EC PVO",2017,205553,"CDPCitiesTargets:2021"
"EC PVO","CDPCitiesTargets:2021:target:EC PVO",2035,61665.9,"CDPCitiesTargets:2021"
"JP SHO","CDPCitiesTargets:2021:base:JP SHO",2013,55422500,"CDPCitiesTargets:2021"
"JP SHO","CDPCitiesTargets:2021:target:JP SHO",2030,4117891.75,"CDPCitiesTargets:2021"
"AR CCO","CDPCitiesTargets:2021:base:AR CCO",2018,288775.3,"CDPCitiesTargets:2021"
"AR CCO","CDPCitiesTargets:2021:BAU:AR CCO",2030,383346.07,"CDPCitiesTargets:2021"
"TH BKK","CDPCitiesTargets:2021:base:TH BKK",2013,17907072,"CDPCitiesTargets:2021"
"TH BKK","CDPCitiesTargets:2021:target:TH BKK",2020,14907637.44,"CDPCitiesTargets:2021"
"NZ ROT","CDPCitiesTargets:2021:base:NZ ROT",2015,8e+05,"CDPCitiesTargets:2021"
"NZ ROT","CDPCitiesTargets:2021:target:NZ ROT",2050,424000,"CDPCitiesTargets:2021"
"SE HEL","CDPCitiesTargets:2021:base:SE HEL",2018,6432,"CDPCitiesTargets:2021"
"SE HEL","CDPCitiesTargets:2021:target:SE HEL",2024,3216,"CDPCitiesTargets:2021"
"NL HAG","CDPCitiesTargets:2021:base:NL HAG",1990,2499000,"CDPCitiesTargets:2021"
"NL HAG","CDPCitiesTargets:2021:target:NL HAG",2020,1749300,"CDPCitiesTargets:2021"
"IN STV","CDPCitiesTargets:2021:base:IN STV",2019,534000,"CDPCitiesTargets:2021"
"IN STV","CDPCitiesTargets:2021:target:IN STV",2030,320400,"CDPCitiesTargets:2021"
"IN RAJ","CDPCitiesTargets:2021:base:IN RAJ",2015,1887685,"CDPCitiesTargets:2021"
"IN RAJ","CDPCitiesTargets:2021:target:IN RAJ",2022,1623409.1,"CDPCitiesTargets:2021"
"GB GLW","CDPCitiesTargets:2021:base:GB GLW",2006,39873000,"CDPCitiesTargets:2021"
"GB GLW","CDPCitiesTargets:2021:target:GB GLW",2030,0,"CDPCitiesTargets:2021"
"GB SUN","CDPCitiesTargets:2021:base:GB SUN",2015,1398700,"CDPCitiesTargets:2021"
"GB SUN","CDPCitiesTargets:2021:target:GB SUN",2025,538499.5,"CDPCitiesTargets:2021"
"ES ZAZ","CDPCitiesTargets:2021:base:ES ZAZ",2005,2188363,"CDPCitiesTargets:2021"
"ES ZAZ","CDPCitiesTargets:2021:target:ES ZAZ",2030,984763.35,"CDPCitiesTargets:2021"
"JP UKY","CDPCitiesTargets:2021:base:JP UKY",2013,7840000,"CDPCitiesTargets:2021"
"JP UKY","CDPCitiesTargets:2021:target:JP UKY",2030,4704000,"CDPCitiesTargets:2021"
"CR DE2","CDPCitiesTargets:2021:base:CR DE2",2017,227885.32,"CDPCitiesTargets:2021"
"CR DE2","CDPCitiesTargets:2021:target:CR DE2",2021,225606.4668,"CDPCitiesTargets:2021"
"BR RIO","CDPCitiesTargets:2021:base:BR RIO",2017,11342945,"CDPCitiesTargets:2021"
"BR RIO","CDPCitiesTargets:2021:target:BR RIO",2024,10775797.75,"CDPCitiesTargets:2021"
"FR NCE","CDPCitiesTargets:2021:base:FR NCE",1990,2219000,"CDPCitiesTargets:2021"
"FR NCE","CDPCitiesTargets:2021:target:FR NCE",2030,1331400,"CDPCitiesTargets:2021"
"BR CWB","CDPCitiesTargets:2021:base:BR CWB",2016,3505046,"CDPCitiesTargets:2021"
"PE SDR","CDPCitiesTargets:2021:base:PE SDR",2017,2040,"CDPCitiesTargets:2021"
"PE SDR","CDPCitiesTargets:2021:target:PE SDR",2025,285.6,"CDPCitiesTargets:2021"
"AR RCQ","CDPCitiesTargets:2021:base:AR RCQ",2016,247659,"CDPCitiesTargets:2021"
"AR RCQ","CDPCitiesTargets:2021:BAU:AR RCQ",2030,434607,"CDPCitiesTargets:2021"
"SN DKR","CDPCitiesTargets:2021:base:SN DKR",2016,2016,"CDPCitiesTargets:2021"
"SN DKR","CDPCitiesTargets:2021:BAU:SN DKR",2050,9824215,"CDPCitiesTargets:2021"
"CR BLN","CDPCitiesTargets:2021:base:CR BLN",2017,13612.05,"CDPCitiesTargets:2021"
"CR BLN","CDPCitiesTargets:2021:target:CR BLN",2021,9528.435,"CDPCitiesTargets:2021"
"IT BLQ","CDPCitiesTargets:2021:base:IT BLQ",2005,2299923.1,"CDPCitiesTargets:2021"
"IT BLQ","CDPCitiesTargets:2021:target:IT BLQ",2030,1298306.58995,"CDPCitiesTargets:2021"
"JP HKO","CDPCitiesTargets:2021:base:JP HKO",2013,21566,"CDPCitiesTargets:2021"
"JP HKO","CDPCitiesTargets:2021:target:JP HKO",2030,12939.6,"CDPCitiesTargets:2021"
"DK CPH","CDPCitiesTargets:2021:target:DK CPH",2025,0,"CDPCitiesTargets:2021"
"HN TGU","CDPCitiesTargets:2021:target:HN TGU",2040,257988,"CDPCitiesTargets:2021"
"SE UME","CDPCitiesTargets:2021:base:SE UME",1990,390887,"CDPCitiesTargets:2021"
"SE UME","CDPCitiesTargets:2021:target:SE UME",2040,0,"CDPCitiesTargets:2021"
"IT TRN","CDPCitiesTargets:2021:base:IT TRN",1991,4469786,"CDPCitiesTargets:2021"
"IT TRN","CDPCitiesTargets:2021:target:IT TRN",2030,2011403.7,"CDPCitiesTargets:2021"
"IT TRN","CDPCitiesTargets:2021:base:IT TRN",1991,4469786,"CDPCitiesTargets:2021"
"IT TRN","CDPCitiesTargets:2021:target:IT TRN",2030,2011403.7,"CDPCitiesTargets:2021"
"CR SJO","CDPCitiesTargets:2021:base:CR SJO",2017,617188,"CDPCitiesTargets:2021"
"CR SJO","CDPCitiesTargets:2021:target:CR SJO",2025,611016.12,"CDPCitiesTargets:2021"
"MC MON","CDPCitiesTargets:2021:base:MC MON",1990,102736,"CDPCitiesTargets:2021"
"MC MON","CDPCitiesTargets:2021:target:MC MON",2020,71915.2,"CDPCitiesTargets:2021"
"NZ DUD","CDPCitiesTargets:2021:target:NZ DUD",2030,560474.1,"CDPCitiesTargets:2021"
"SE UME","CDPCitiesTargets:2021:base:SE UME",2010,189638,"CDPCitiesTargets:2021"
"SE UME","CDPCitiesTargets:2021:target:SE UME",2030,0,"CDPCitiesTargets:2021"
"BR REC","CDPCitiesTargets:2021:target:BR REC",2050,0,"CDPCitiesTargets:2021"
"SE LUD","CDPCitiesTargets:2021:base:SE LUD",2010,372176,"CDPCitiesTargets:2021"
"SE LUD","CDPCitiesTargets:2021:target:SE LUD",2030,74435.2,"CDPCitiesTargets:2021"
"UG KLA","CDPCitiesTargets:2021:base:UG KLA",2014,1460435,"CDPCitiesTargets:2021"
"UG KLA","CDPCitiesTargets:2021:BAU:UG KLA",2030,4939475.41,"CDPCitiesTargets:2021"
"BR CWB","CDPCitiesTargets:2021:base:BR CWB",2016,3505046,"CDPCitiesTargets:2021"
"BR CWB","CDPCitiesTargets:2021:BAU:BR CWB",2030,4834507,"CDPCitiesTargets:2021"
"AR GCR","CDPCitiesTargets:2021:base:AR GCR",2018,491120.64,"CDPCitiesTargets:2021"
"AR GCR","CDPCitiesTargets:2021:BAU:AR GCR",2030,694818,"CDPCitiesTargets:2021"
"CR QPS","CDPCitiesTargets:2021:base:CR QPS",2018,179230.68,"CDPCitiesTargets:2021"
"CR QPS","CDPCitiesTargets:2021:target:CR QPS",2025,176900.68116,"CDPCitiesTargets:2021"
"TZ DAR","CDPCitiesTargets:2021:base:TZ DAR",2000,27215542,"CDPCitiesTargets:2021"
"TZ DAR","CDPCitiesTargets:2021:target:TZ DAR",2015,24493987.8,"CDPCitiesTargets:2021"
"PT VSE","CDPCitiesTargets:2021:base:PT VSE",2000,502094,"CDPCitiesTargets:2021"
"PT VSE","CDPCitiesTargets:2021:target:PT VSE",2030,221423.454,"CDPCitiesTargets:2021"
"ID BTR","CDPCitiesTargets:2021:base:ID BTR",2011,187033,"CDPCitiesTargets:2021"
"ID BTR","CDPCitiesTargets:2021:BAU:ID BTR",2020,353557,"CDPCitiesTargets:2021"
"GB NTG","CDPCitiesTargets:2021:target:GB NTG",2028,111500,"CDPCitiesTargets:2021"
"KR TAE","CDPCitiesTargets:2021:base:KR TAE",2018,50823,"CDPCitiesTargets:2021"
"KR TAE","CDPCitiesTargets:2021:BAU:KR TAE",2030,1084207,"CDPCitiesTargets:2021"
"TH BKK","CDPCitiesTargets:2021:base:TH BKK",2013,30940900,"CDPCitiesTargets:2021"
"TH BKK","CDPCitiesTargets:2021:target:TH BKK",2020,26850513.02,"CDPCitiesTargets:2021"
"CH BSL","CDPCitiesTargets:2021:target:CH BSL",2035,561680,"CDPCitiesTargets:2021"
"HN TGU","CDPCitiesTargets:2021:target:HN TGU",2040,1048949,"CDPCitiesTargets:2021"
"BE CRL","CDPCitiesTargets:2021:base:BE CRL",2006,1288027,"CDPCitiesTargets:2021"
"BE CRL","CDPCitiesTargets:2021:target:BE CRL",2030,772816.2,"CDPCitiesTargets:2021"
"SE KID","CDPCitiesTargets:2021:base:SE KID",1990,618504,"CDPCitiesTargets:2021"
"SE KID","CDPCitiesTargets:2021:target:SE KID",2020,371102.4,"CDPCitiesTargets:2021"
"CH LAU","CDPCitiesTargets:2021:target:CH LAU",2030,0,"CDPCitiesTargets:2021"
"PL WRO","CDPCitiesTargets:2021:base:PL WRO",1990,4823886,"CDPCitiesTargets:2021"
"PL WRO","CDPCitiesTargets:2021:target:PL WRO",2020,3859108.8,"CDPCitiesTargets:2021"
"PL WRO","CDPCitiesTargets:2021:base:PL WRO",1990,4823886,"CDPCitiesTargets:2021"
"PL WRO","CDPCitiesTargets:2021:target:PL WRO",2020,3859108.8,"CDPCitiesTargets:2021"
"PL WRO","CDPCitiesTargets:2021:base:PL WRO",1990,4823886,"CDPCitiesTargets:2021"
"PL WRO","CDPCitiesTargets:2021:target:PL WRO",2020,3859108.8,"CDPCitiesTargets:2021"
"TW KHH","CDPCitiesTargets:2021:base:TW KHH",2005,67372856,"CDPCitiesTargets:2021"
"TW KHH","CDPCitiesTargets:2021:target:TW KHH",2050,0,"CDPCitiesTargets:2021"
"CI COD","CDPCitiesTargets:2021:base:CI COD",2016,17605000,"CDPCitiesTargets:2021"
"CI COD","CDPCitiesTargets:2021:target:CI COD",2030,8802500,"CDPCitiesTargets:2021"
"JP HIM","CDPCitiesTargets:2021:base:JP HIM",2013,10887000,"CDPCitiesTargets:2021"
"JP HIM","CDPCitiesTargets:2021:target:JP HIM",2030,8044404.3,"CDPCitiesTargets:2021"
"JP YOK","CDPCitiesTargets:2021:base:JP YOK",2013,21590000,"CDPCitiesTargets:2021"
"JP YOK","CDPCitiesTargets:2021:target:JP YOK",2030,15113000,"CDPCitiesTargets:2021"
"JP TYO","CDPCitiesTargets:2021:base:JP TYO",2000,62200000,"CDPCitiesTargets:2021"
"JP TYO","CDPCitiesTargets:2021:target:JP TYO",2030,31100000,"CDPCitiesTargets:2021"
"KR TJI","CDPCitiesTargets:2021:base:KR TJI",2017,73914000,"CDPCitiesTargets:2021"
"KR TJI","CDPCitiesTargets:2021:target:KR TJI",2050,0,"CDPCitiesTargets:2021"
"PE SDR","CDPCitiesTargets:2021:base:PE SDR",2017,158550,"CDPCitiesTargets:2021"
"PE SDR","CDPCitiesTargets:2021:target:PE SDR",2050,7927.5,"CDPCitiesTargets:2021"
"AR ROS","CDPCitiesTargets:2021:base:AR ROS",2016,1727029,"CDPCitiesTargets:2021"
"AR ROS","CDPCitiesTargets:2021:BAU:AR ROS",2030,1773307,"CDPCitiesTargets:2021"
"AR ROS","CDPCitiesTargets:2021:base:AR ROS",2016,3438331,"CDPCitiesTargets:2021"
"AR ROS","CDPCitiesTargets:2021:BAU:AR ROS",2030,3546612,"CDPCitiesTargets:2021"
"SE TRG","CDPCitiesTargets:2021:target:SE TRG",2020,86652,"CDPCitiesTargets:2021"
"BR FOR","CDPCitiesTargets:2021:base:BR FOR",2014,5139514,"CDPCitiesTargets:2021"
"BR FOR","CDPCitiesTargets:2021:target:BR FOR",2030,3597659.8,"CDPCitiesTargets:2021"
"DE BER","CDPCitiesTargets:2021:base:DE BER",1990,29300000,"CDPCitiesTargets:2021"
"DE BER","CDPCitiesTargets:2021:target:DE BER",2020,17580000,"CDPCitiesTargets:2021"
"AU SYD","CDPCitiesTargets:2021:base:AU SYD",2006,5815521,"CDPCitiesTargets:2021"
"AU SYD","CDPCitiesTargets:2021:target:AU SYD",2030,1744656.3,"CDPCitiesTargets:2021"
"NG LOS","CDPCitiesTargets:2021:base:NG LOS",2015,26349728,"CDPCitiesTargets:2021"
"NG LOS","CDPCitiesTargets:2021:BAU:NG LOS",2050,72806532,"CDPCitiesTargets:2021"
"GB BRS","CDPCitiesTargets:2021:target:GB BRS",2030,0,"CDPCitiesTargets:2021"
"BR SSA","CDPCitiesTargets:2021:target:BR SSA",2050,0,"CDPCitiesTargets:2021"
"BR BHZ","CDPCitiesTargets:2021:base:BR BHZ",2030,5800000,"CDPCitiesTargets:2021"
"BR BHZ","CDPCitiesTargets:2021:target:BR BHZ",2030,4640000,"CDPCitiesTargets:2021"
"PH BAG","CDPCitiesTargets:2021:base:PH BAG",2010,90666,"CDPCitiesTargets:2021"
"KR TAE","CDPCitiesTargets:2021:base:KR TAE",2018,249736,"CDPCitiesTargets:2021"
"KR TAE","CDPCitiesTargets:2021:BAU:KR TAE",2030,197200000,"CDPCitiesTargets:2021"
"PT OPO","CDPCitiesTargets:2021:base:PT OPO",2004,1304,"CDPCitiesTargets:2021"
"PT OPO","CDPCitiesTargets:2021:target:PT OPO",2020,717.2,"CDPCitiesTargets:2021"
"GB SUN","CDPCitiesTargets:2021:base:GB SUN",2015,1398700,"CDPCitiesTargets:2021"
"GB SUN","CDPCitiesTargets:2021:target:GB SUN",2050,11189.6,"CDPCitiesTargets:2021"
"GB WNE","CDPCitiesTargets:2021:base:GB WNE",2005,1130000,"CDPCitiesTargets:2021"
"GB WNE","CDPCitiesTargets:2021:target:GB WNE",2030,0,"CDPCitiesTargets:2021"
"ES BCN","CDPCitiesTargets:2021:base:ES BCN",1992,4743380,"CDPCitiesTargets:2021"
"ES BCN","CDPCitiesTargets:2021:target:ES BCN",2030,2371690,"CDPCitiesTargets:2021"
"NZ ROT","CDPCitiesTargets:2021:base:NZ ROT",2015,1500000,"CDPCitiesTargets:2021"
"NZ ROT","CDPCitiesTargets:2021:target:NZ ROT",2050,0,"CDPCitiesTargets:2021"
"PE SDR","CDPCitiesTargets:2021:base:PE SDR",2017,159110,"CDPCitiesTargets:2021"
"PE SDR","CDPCitiesTargets:2021:target:PE SDR",2050,1591.1,"CDPCitiesTargets:2021"
"CR SJO","CDPCitiesTargets:2021:base:CR SJO",2017,617188,"CDPCitiesTargets:2021"
"CR SJO","CDPCitiesTargets:2021:target:CR SJO",2025,611016.12,"CDPCitiesTargets:2021"
"JP HDA","CDPCitiesTargets:2021:base:JP HDA",2013,1167000,"CDPCitiesTargets:2021"
"JP HDA","CDPCitiesTargets:2021:target:JP HDA",2030,862413,"CDPCitiesTargets:2021"
"ME TGD","CDPCitiesTargets:2021:base:ME TGD",2008,267,"CDPCitiesTargets:2021"
"ME TGD","CDPCitiesTargets:2021:target:ME TGD",2020,213.6,"CDPCitiesTargets:2021"
"SE LPI","CDPCitiesTargets:2021:base:SE LPI",2009,1096227,"CDPCitiesTargets:2021"
"SE LPI","CDPCitiesTargets:2021:target:SE LPI",2025,0,"CDPCitiesTargets:2021"
"CH LAU","CDPCitiesTargets:2021:target:CH LAU",2050,0,"CDPCitiesTargets:2021"
"ES MAD","CDPCitiesTargets:2021:base:ES MAD",1990,12954000,"CDPCitiesTargets:2021"
"ES MAD","CDPCitiesTargets:2021:target:ES MAD",2030,4533900,"CDPCitiesTargets:2021"
"NZ AKL","CDPCitiesTargets:2021:base:NZ AKL",2016,9921457,"CDPCitiesTargets:2021"
"NZ AKL","CDPCitiesTargets:2021:target:NZ AKL",2050,0,"CDPCitiesTargets:2021"
"ID TRG","CDPCitiesTargets:2021:base:ID TRG",2012,5499222,"CDPCitiesTargets:2021"
"BR STD","CDPCitiesTargets:2021:base:BR STD",2019,9356.97,"CDPCitiesTargets:2021"
"BR STD","CDPCitiesTargets:2021:target:BR STD",2030,7485.576,"CDPCitiesTargets:2021"
"KR CHC","CDPCitiesTargets:2021:base:KR CHC",2017,1700000,"CDPCitiesTargets:2021"
"KR CHC","CDPCitiesTargets:2021:target:KR CHC",2040,0,"CDPCitiesTargets:2021"
"CO MDE","CDPCitiesTargets:2021:base:CO MDE",2015,3562797,"CDPCitiesTargets:2021"
"CO MDE","CDPCitiesTargets:2021:BAU:CO MDE",2050,6526629,"CDPCitiesTargets:2021"
"ZA CPT","CDPCitiesTargets:2021:base:ZA CPT",2016,21252347,"CDPCitiesTargets:2021"
"ZA CPT","CDPCitiesTargets:2021:target:ZA CPT",2050,3995441.236,"CDPCitiesTargets:2021"
"BR REC","CDPCitiesTargets:2021:target:BR REC",2050,0,"CDPCitiesTargets:2021"
