"target_id","tag_id"
"CDPCitiesTargets:2021:SE GOT","self_reported"
"CDPCitiesTargets:2021:SE GOT","self_reported"
"CDPCitiesTargets:2021:ES BCN","self_reported"
"CDPCitiesTargets:2021:CH BRN","self_reported"
"CDPCitiesTargets:2021:TR DNZ","BAU"
"CDPCitiesTargets:2021:TR DNZ","self_reported"
"CDPCitiesTargets:2021:DK FRE","self_reported"
"CDPCitiesTargets:2021:KR TAE","BAU"
"CDPCitiesTargets:2021:KR TAE","self_reported"
"CDPCitiesTargets:2021:EC UIO","BAU"
"CDPCitiesTargets:2021:EC UIO","self_reported"
"CDPCitiesTargets:2021:TH BKK","self_reported"
"CDPCitiesTargets:2021:IS REY","self_reported"
"CDPCitiesTargets:2021:IT PDA","self_reported"
"CDPCitiesTargets:2021:IT PDA","self_reported"
"CDPCitiesTargets:2021:MC MON","self_reported"
"CDPCitiesTargets:2021:CR CAS","self_reported"
"CDPCitiesTargets:2021:ID BOG","self_reported"
"CDPCitiesTargets:2021:SE GOT","self_reported"
"CDPCitiesTargets:2021:SE GOT","self_reported"
"CDPCitiesTargets:2021:GB SUN","self_reported"
"CDPCitiesTargets:2021:SE HEL","self_reported"
"CDPCitiesTargets:2021:SE GOT","self_reported"
"CDPCitiesTargets:2021:SE GOT","self_reported"
"CDPCitiesTargets:2021:TR IZM","self_reported"
"CDPCitiesTargets:2021:ES VIT","self_reported"
"CDPCitiesTargets:2021:KR YOS","self_reported"
"CDPCitiesTargets:2021:BR CPS","self_reported"
"CDPCitiesTargets:2021:TZ DAR","self_reported"
"CDPCitiesTargets:2021:AE DXB","BAU"
"CDPCitiesTargets:2021:AE DXB","self_reported"
"CDPCitiesTargets:2021:SE LUD","self_reported"
"CDPCitiesTargets:2021:FR NCE","self_reported"
"CDPCitiesTargets:2021:EC PVO","self_reported"
"CDPCitiesTargets:2021:JP SHO","self_reported"
"CDPCitiesTargets:2021:AR CCO","BAU"
"CDPCitiesTargets:2021:AR CCO","self_reported"
"CDPCitiesTargets:2021:TH BKK","self_reported"
"CDPCitiesTargets:2021:NZ ROT","self_reported"
"CDPCitiesTargets:2021:SE HEL","self_reported"
"CDPCitiesTargets:2021:NL HAG","self_reported"
"CDPCitiesTargets:2021:IN STV","self_reported"
"CDPCitiesTargets:2021:IN RAJ","self_reported"
"CDPCitiesTargets:2021:GB GLW","self_reported"
"CDPCitiesTargets:2021:GB SUN","self_reported"
"CDPCitiesTargets:2021:ES ZAZ","self_reported"
"CDPCitiesTargets:2021:JP UKY","self_reported"
"CDPCitiesTargets:2021:CH ZRH","self_reported"
"CDPCitiesTargets:2021:CR DE2","self_reported"
"CDPCitiesTargets:2021:BR RIO","self_reported"
"CDPCitiesTargets:2021:FR NCE","self_reported"
"CDPCitiesTargets:2021:PE SDR","self_reported"
"CDPCitiesTargets:2021:AR RCQ","BAU"
"CDPCitiesTargets:2021:AR RCQ","self_reported"
"CDPCitiesTargets:2021:SN DKR","BAU"
"CDPCitiesTargets:2021:SN DKR","self_reported"
"CDPCitiesTargets:2021:CR BLN","self_reported"
"CDPCitiesTargets:2021:IT BLQ","self_reported"
"CDPCitiesTargets:2021:JP HKO","self_reported"
"CDPCitiesTargets:2021:SE UME","self_reported"
"CDPCitiesTargets:2021:IT TRN","self_reported"
"CDPCitiesTargets:2021:IT TRN","self_reported"
"CDPCitiesTargets:2021:CR SJO","self_reported"
"CDPCitiesTargets:2021:MC MON","self_reported"
"CDPCitiesTargets:2021:SE UME","self_reported"
"CDPCitiesTargets:2021:SE LUD","self_reported"
"CDPCitiesTargets:2021:UG KLA","BAU"
"CDPCitiesTargets:2021:UG KLA","self_reported"
"CDPCitiesTargets:2021:BR CWB","BAU"
"CDPCitiesTargets:2021:BR CWB","self_reported"
"CDPCitiesTargets:2021:AR GCR","BAU"
"CDPCitiesTargets:2021:AR GCR","self_reported"
"CDPCitiesTargets:2021:SE GOT","self_reported"
"CDPCitiesTargets:2021:SE GOT","self_reported"
"CDPCitiesTargets:2021:CR QPS","self_reported"
"CDPCitiesTargets:2021:TZ DAR","self_reported"
"CDPCitiesTargets:2021:PT VSE","self_reported"
"CDPCitiesTargets:2021:ID BTR","BAU"
"CDPCitiesTargets:2021:ID BTR","self_reported"
"CDPCitiesTargets:2021:KR TAE","BAU"
"CDPCitiesTargets:2021:KR TAE","self_reported"
"CDPCitiesTargets:2021:TH BKK","self_reported"
"CDPCitiesTargets:2021:BE CRL","self_reported"
"CDPCitiesTargets:2021:SE KID","self_reported"
"CDPCitiesTargets:2021:PL WRO","self_reported"
"CDPCitiesTargets:2021:PL WRO","self_reported"
"CDPCitiesTargets:2021:PL WRO","self_reported"
"CDPCitiesTargets:2021:TW KHH","self_reported"
"CDPCitiesTargets:2021:CI COD","self_reported"
"CDPCitiesTargets:2021:JP HIM","self_reported"
"CDPCitiesTargets:2021:JP YOK","self_reported"
"CDPCitiesTargets:2021:JP TYO","self_reported"
"CDPCitiesTargets:2021:KR TJI","self_reported"
"CDPCitiesTargets:2021:PE SDR","self_reported"
"CDPCitiesTargets:2021:AR ROS","BAU"
"CDPCitiesTargets:2021:AR ROS","self_reported"
"CDPCitiesTargets:2021:AR ROS","BAU"
"CDPCitiesTargets:2021:AR ROS","self_reported"
"CDPCitiesTargets:2021:BR FOR","self_reported"
"CDPCitiesTargets:2021:DE BER","self_reported"
"CDPCitiesTargets:2021:AU SYD","self_reported"
"CDPCitiesTargets:2021:NG LOS","BAU"
"CDPCitiesTargets:2021:NG LOS","self_reported"
"CDPCitiesTargets:2021:BR BHZ","self_reported"
"CDPCitiesTargets:2021:KR TAE","BAU"
"CDPCitiesTargets:2021:KR TAE","self_reported"
"CDPCitiesTargets:2021:PT OPO","self_reported"
"CDPCitiesTargets:2021:GB SUN","self_reported"
"CDPCitiesTargets:2021:GB WNE","self_reported"
"CDPCitiesTargets:2021:ES BCN","self_reported"
"CDPCitiesTargets:2021:NZ ROT","self_reported"
"CDPCitiesTargets:2021:PE SDR","self_reported"
"CDPCitiesTargets:2021:CR SJO","self_reported"
"CDPCitiesTargets:2021:JP HDA","self_reported"
"CDPCitiesTargets:2021:ME TGD","self_reported"
"CDPCitiesTargets:2021:SE LPI","self_reported"
"CDPCitiesTargets:2021:ES MAD","self_reported"
"CDPCitiesTargets:2021:NZ AKL","self_reported"
"CDPCitiesTargets:2021:ID TRG","BAU"
"CDPCitiesTargets:2021:ID TRG","self_reported"
"CDPCitiesTargets:2021:BR STD","self_reported"
"CDPCitiesTargets:2021:KR CHC","self_reported"
"CDPCitiesTargets:2021:CH ZRH","self_reported"
"CDPCitiesTargets:2021:CO MDE","BAU"
"CDPCitiesTargets:2021:CO MDE","self_reported"
"CDPCitiesTargets:2021:ZA CPT","self_reported"
"CDPCitiesTargets:2021:BR RIO","self_reported"
"CDPCitiesTargets:2021:JP KIJ","self_reported"
"CDPCitiesTargets:2021:NZ AKL","self_reported"
"CDPCitiesTargets:2021:PE SDR","self_reported"
"CDPCitiesTargets:2021:IT FLR","self_reported"
"CDPCitiesTargets:2021:IT FLR","self_reported"
"CDPCitiesTargets:2021:JP OKI","self_reported"
"CDPCitiesTargets:2021:JP TZK","self_reported"
"CDPCitiesTargets:2021:PE SDR","self_reported"
"CDPCitiesTargets:2021:NO OSL","self_reported"
"CDPCitiesTargets:2021:ES VIT","self_reported"
"CDPCitiesTargets:2021:FI ES2","self_reported"
"CDPCitiesTargets:2021:MX TLC","self_reported"
"CDPCitiesTargets:2021:TZ DAR","self_reported"
"CDPCitiesTargets:2021:DE BER","self_reported"
"CDPCitiesTargets:2021:DK MID","self_reported"
"CDPCitiesTargets:2021:NO ARE","self_reported"
"CDPCitiesTargets:2021:PT GUI","self_reported"
"CDPCitiesTargets:2021:MX HMO","BAU"
"CDPCitiesTargets:2021:MX HMO","self_reported"
"CDPCitiesTargets:2021:GB SUN","self_reported"
"CDPCitiesTargets:2021:ES BCN","self_reported"
"CDPCitiesTargets:2021:SE UME","self_reported"
"CDPCitiesTargets:2021:DE BER","self_reported"
"CDPCitiesTargets:2021:ES BCN","self_reported"
"CDPCitiesTargets:2021:VN VCA","BAU"
"CDPCitiesTargets:2021:VN VCA","self_reported"
"CDPCitiesTargets:2021:KR CHC","self_reported"
"CDPCitiesTargets:2021:GB CDF","self_reported"
"CDPCitiesTargets:2021:IS REY","self_reported"
"CDPCitiesTargets:2021:SE MMA","self_reported"
"CDPCitiesTargets:2021:KR SUO","self_reported"
"CDPCitiesTargets:2021:CR BLN","self_reported"
"CDPCitiesTargets:2021:ZA CPT","self_reported"
"CDPCitiesTargets:2021:IT GOA","self_reported"
"CDPCitiesTargets:2021:IT GOA","self_reported"
"CDPCitiesTargets:2021:TR GZT","self_reported"
"CDPCitiesTargets:2021:AU ADL","self_reported"
"CDPCitiesTargets:2021:SE KID","self_reported"
"CDPCitiesTargets:2021:GB BOH","self_reported"
"CDPCitiesTargets:2021:JP TSB","self_reported"
"CDPCitiesTargets:2021:IT QCS","self_reported"
"CDPCitiesTargets:2021:JP IAK","self_reported"
"CDPCitiesTargets:2021:TW TNN","self_reported"
"CDPCitiesTargets:2021:PE LIM","self_reported"
"CDPCitiesTargets:2021:BG SOF","self_reported"
"CDPCitiesTargets:2021:AR BRC","BAU"
"CDPCitiesTargets:2021:AR BRC","self_reported"
"CDPCitiesTargets:2021:SE UME","BAU"
"CDPCitiesTargets:2021:SE UME","self_reported"
"CDPCitiesTargets:2021:AR VNT","BAU"
"CDPCitiesTargets:2021:AR VNT","self_reported"
"CDPCitiesTargets:2021:JP MYJ","self_reported"
"CDPCitiesTargets:2021:SE GOT","self_reported"
"CDPCitiesTargets:2021:SE GOT","self_reported"
"CDPCitiesTargets:2021:ES BCN","self_reported"
"CDPCitiesTargets:2021:GB SUN","self_reported"
"CDPCitiesTargets:2021:TW KNH","self_reported"
"CDPCitiesTargets:2021:DE RSK","self_reported"
"CDPCitiesTargets:2021:CL ZAL","BAU"
"CDPCitiesTargets:2021:CL ZAL","self_reported"
"CDPCitiesTargets:2021:BR SME","self_reported"
"CDPCitiesTargets:2021:IN STV","self_reported"
"CDPCitiesTargets:2021:JP ITB","self_reported"
"CDPCitiesTargets:2021:JP OKI","self_reported"
"CDPCitiesTargets:2021:NL RTM","self_reported"
"CDPCitiesTargets:2021:NL AMS","self_reported"
"CDPCitiesTargets:2021:CO CTG","BAU"
"CDPCitiesTargets:2021:CO CTG","self_reported"
"CDPCitiesTargets:2021:AR MDZ","BAU"
"CDPCitiesTargets:2021:AR MDZ","self_reported"
"CDPCitiesTargets:2021:AR CNQ","BAU"
"CDPCitiesTargets:2021:AR CNQ","self_reported"
"CDPCitiesTargets:2021:PT TVE","self_reported"
"CDPCitiesTargets:2021:CR QPS","self_reported"
"CDPCitiesTargets:2021:JP TOY","self_reported"
"CDPCitiesTargets:2021:AR CPC","BAU"
"CDPCitiesTargets:2021:AR CPC","self_reported"
"CDPCitiesTargets:2021:CR SJO","self_reported"
"CDPCitiesTargets:2021:JP KKJ","self_reported"
"CDPCitiesTargets:2021:JP HKY","self_reported"
"CDPCitiesTargets:2021:ES BCN","self_reported"
"CDPCitiesTargets:2021:BR CPS","self_reported"
"CDPCitiesTargets:2021:SE GOT","self_reported"
"CDPCitiesTargets:2021:SE GOT","self_reported"
"CDPCitiesTargets:2021:JO AMM","BAU"
"CDPCitiesTargets:2021:JO AMM","self_reported"
"CDPCitiesTargets:2021:DK HLS","self_reported"
"CDPCitiesTargets:2021:JP IDA","self_reported"
"CDPCitiesTargets:2021:ID SUK","self_reported"
"CDPCitiesTargets:2021:TZ DAR","self_reported"
"CDPCitiesTargets:2021:JP YIH","self_reported"
"CDPCitiesTargets:2021:PE SDR","self_reported"
"CDPCitiesTargets:2021:CR DE2","self_reported"
"CDPCitiesTargets:2021:CL PRO","self_reported"
"CDPCitiesTargets:2021:EC CUE","self_reported"
"CDPCitiesTargets:2021:KR TAE","BAU"
"CDPCitiesTargets:2021:KR TAE","self_reported"
"CDPCitiesTargets:2021:CR DE2","self_reported"
"CDPCitiesTargets:2021:NO SAS","self_reported"
"CDPCitiesTargets:2021:DK HLS","self_reported"
"CDPCitiesTargets:2021:TW TNN","self_reported"
"CDPCitiesTargets:2021:JP MYO","self_reported"
"CDPCitiesTargets:2021:JP SHO","self_reported"
"CDPCitiesTargets:2021:MX CUL","self_reported"
"CDPCitiesTargets:2021:GB SUN","self_reported"
"CDPCitiesTargets:2021:TR KAD","self_reported"
"CDPCitiesTargets:2021:TW TNN","self_reported"
"CDPCitiesTargets:2021:IS REY","self_reported"
"CDPCitiesTargets:2021:AR BUE","self_reported"
"CDPCitiesTargets:2021:JP NQU","self_reported"
"CDPCitiesTargets:2021:ID SRG","BAU"
"CDPCitiesTargets:2021:ID SRG","self_reported"
"CDPCitiesTargets:2021:BD DAC","self_reported"
"CDPCitiesTargets:2021:JP IAK","self_reported"
"CDPCitiesTargets:2021:SE SKV","self_reported"
"CDPCitiesTargets:2021:LV RIX","self_reported"
"CDPCitiesTargets:2021:TR IST","self_reported"
"CDPCitiesTargets:2021:JP MYO","self_reported"
"CDPCitiesTargets:2021:AR BUE","self_reported"
"CDPCitiesTargets:2021:SE UME","self_reported"
"CDPCitiesTargets:2021:UG KLA","BAU"
"CDPCitiesTargets:2021:UG KLA","self_reported"
"CDPCitiesTargets:2021:IT LAQ","self_reported"
"CDPCitiesTargets:2021:IT LAQ","self_reported"
"CDPCitiesTargets:2021:GB SUN","self_reported"
"CDPCitiesTargets:2021:ES VIT","self_reported"
"CDPCitiesTargets:2021:TR NIL","self_reported"
"CDPCitiesTargets:2021:SE LUD","self_reported"
"CDPCitiesTargets:2021:JP KKJ","self_reported"
"CDPCitiesTargets:2021:IT MIL","self_reported"
"CDPCitiesTargets:2021:IT MIL","self_reported"
"CDPCitiesTargets:2021:JP TSB","self_reported"
"CDPCitiesTargets:2021:MY MUA","self_reported"
"CDPCitiesTargets:2021:JP SUI","self_reported"
"CDPCitiesTargets:2021:JP S67","self_reported"
"CDPCitiesTargets:2021:IT MIL","self_reported"
"CDPCitiesTargets:2021:IT MIL","self_reported"
"CDPCitiesTargets:2021:IT FLR","self_reported"
"CDPCitiesTargets:2021:IT FLR","self_reported"
"CDPCitiesTargets:2021:SI LJU","self_reported"
"CDPCitiesTargets:2021:ET ADD","self_reported"
"CDPCitiesTargets:2021:ID BPN","BAU"
"CDPCitiesTargets:2021:ID BPN","self_reported"
"CDPCitiesTargets:2021:TW NTC","self_reported"
"CDPCitiesTargets:2021:IT FRR","self_reported"
"CDPCitiesTargets:2021:BR SSA","self_reported"
"CDPCitiesTargets:2021:DE BER","self_reported"
"CDPCitiesTargets:2021:GB SAA","self_reported"
"CDPCitiesTargets:2021:DK RKE","self_reported"
"CDPCitiesTargets:2021:MX CLY","self_reported"
"CDPCitiesTargets:2021:TW CYI","self_reported"
"CDPCitiesTargets:2021:AR MTC","BAU"
"CDPCitiesTargets:2021:AR MTC","self_reported"
"CDPCitiesTargets:2021:MY MEA","self_reported"
"CDPCitiesTargets:2021:JP KNZ","self_reported"
"CDPCitiesTargets:2021:BR SOR","self_reported"
"CDPCitiesTargets:2021:JP YOS","self_reported"
"CDPCitiesTargets:2021:JP KKJ","self_reported"
"CDPCitiesTargets:2021:BR SSA","self_reported"
"CDPCitiesTargets:2021:BR CWB","BAU"
"CDPCitiesTargets:2021:BR CWB","self_reported"
"CDPCitiesTargets:2021:JP AAK","self_reported"
"CDPCitiesTargets:2021:GB SAA","self_reported"
"CDPCitiesTargets:2021:NZ WLG","self_reported"
